file_name, stable_rythm, unstable_rythm, stabilized_rythm, mean_ssim, mean_ssim_2, mean_psnr, mean_psnr_2, mean_distance, mean_distance_2
0stb, 0.03747899670481319, 0.03596014375907384, 0.08163413335566475, 0.11555032851978123, 0.12410597273780037, 9.837392093023583, 10.63822778089856, 4821.052743579388, 4820.453591580076
10stb, 0.03861384850882791, 0.03638286251994276, 0.04880903498281983, 0.23066298448180675, 0.30569872209797916, 11.75828180381346, 13.206057087667226, 4557.877167873879, 4558.736555282736
11stb, 0.037187566524170185, 0.03729171479324263, 0.06468804750716813, 0.16463039895904624, 0.13303256595739965, 12.753841132842325, 13.74815016649257, 4767.385698973209, 4767.4591455238415
12stb, 0.03759101941214862, 0.036706298436305886, 0.05698428948131816, 0.2879468340809837, 0.2610886299790171, 12.951021594994629, 14.256098603502268, 4573.904811163048, 4574.4502690407935

13stb, 0.04198928834529598, 0.03772807440048965, 0.040474635445645314, 0.40133547789113033, 0.3599930141833842, 11.54540786482647, 11.82556370279242, 4148.66526430207, 4148.333047623105

14stb, 0.037565643624848766, 0.03663142641217375, 0.08862941754431607, 0.14005268956735592, 0.12204697262824674, 12.06001214664389, 15.4613590343652, 4792.152246368014, 4792.405884005821

15stb, 0.03733587324062275, 0.036826894096846086, 0.03889368755541919, 0.2897360369255907, 0.29384007677719676, 11.356573858130297, 12.27168243333067, 4482.94374658644, 4482.614367976209

16stb, 0.037899081478537995, 0.03654876259349689, 0.04092882664954218, 0.14609082931509967, 0.12211264912705629, 12.72695200533475, 13.01509766712113, 4832.149570455566, 4832.216919078351

17stb, 0.04515965365553634, 0.04742051845893427, 0.0811229013799674, 0.37387813836328426, 0.4253914914489195, 9.96156736707381, 12.372612058119312, 4316.132167669184, 4316.166017351072

18stb, 0.038663554597423024, 0.03862092067662441, 0.09423038520556486, 0.2979761809884097, 0.38119720325181683, 10.129312820945362, 14.737859178258718, 4789.902288127124, 4790.513205626884

19stb, 0.04245309573760025, 0.037305078968871246, 0.09677837256227965, 0.20956684411236548, 0.22534318542665066, 10.842336295578953, 14.09435326282874, 4770.557535583265, 4770.712047332181

1stb, 0.038530439254394616, 0.03683370460377582, 0.037495619135988964, 0.19558193627823653, 0.2489865582169377, 10.471327414225025, 13.315963283161281, 4725.4109342068405, 4725.459815671386

20stb, 0.037565791173492055, 0.03744192943714428, 0.07623525715548893, 0.34042872583671996, 0.44395784821910156, 10.745519902212171, 13.664852587958325, 4802.491205595638, 4802.639766139942

21stb, 0.03994453188352787, 0.038650924080532084, 0.07323058101644633, 0.22864538352727942, 0.3172728740799053, 9.039801088951474, 11.847185199465557, 4874.898557760171, 4875.072715153189

22stb, 0.040645791974152835, 0.03841576639421902, 0.0626238268229283, 0.30426225786091854, 0.3864568206033531, 12.584780794055503, 15.437674433919351, 4792.218225296037, 4792.540305515931

2stb, 0.03999783472107761, 0.042048587119162394, 0.10465164109576718, 0.21986460795282559, 0.2923821092204093, 10.592280671933256, 12.003287645492085, 4844.047498994012, 4843.980007411224

3stb, 0.04597879746307785, 0.03668531624291722, 0.08245454415161042, 0.32177164843916056, 0.5042757177287216, 10.974624655066266, 15.076067871694548, 4959.113022411326, 4959.019719890108

4stb, 0.04192767798704961, 0.03754761557997306, 0.0579517727699991, 0.4125028056494451, 0.6300875621318581, 10.245824130887359, 18.660025290475954, 4555.573544926763, 4555.767461036686

5stb, 0.03913119094456836, 0.03636563810848381, 0.07316954963477539, 0.15610050304943904, 0.14786681961113005, 11.310885870500085, 11.648268842423603, 4746.6413490487885, 4746.626620367656

6stb, 0.039280855988689356, 0.037255667876996246, 0.04125905442931572, 0.29305720483617226, 0.28863274964104746, 11.590235631804731, 13.451277492646241, 4528.011444472863, 4528.162104964097

7stb, 0.0390445338215594, 0.036905186577348446, 0.0818812537618718, 0.11346269260250379, 0.13018826906214345, 11.150819053079221, 13.357057187137757, 4899.126104366343, 4899.276044533193

8stb, 0.040088717760956995, 0.03758618984196381, 0.037372186712208925, 0.3489005000528474, 0.42720291672221533, 13.338511818538615, 16.316231313454324, 4350.7284384140385, 4351.099131195465

9stb, 0.03670422672573688, 0.03691291010269953, 0.0758493959211289, 0.20724042838468087, 0.21316465192156966, 11.717066107208865, 12.70332098639603, 4622.997130669447, 4622.495725984836
