file_path, stable_rythm, unstable_rythm, stabilized_rythm, mean_ssim, mean_ssim_2, mean_psnr, mean_psnr_2
../results-new/L1/big-bot-out/run0_L1_cr_0.5.avi, 0.08403210199587606, 0.08665529568410087, 0.12984327111610547, 0.8112784581405625, 0.8318026377663003, 16.000117631875362, 17.947949013727552
../results-new/L1/big-bot-out/run10_L1_cr_0.5.avi, 0.06744087011926364, 0.07574282956430473, 0.17617429838073906, 0.7790555846788704, 0.8186633298349327, 15.931247473891524, 17.417587773363028
../results-new/L1/big-bot-out/run11_L1_cr_0.5.avi, 0.0854120277029069, 0.09461425274910186, 0.1681141970461266, 0.6721333646320339, 0.7414877540220263, 13.278865105243339, 14.941214311647713
../results-new/L1/big-bot-out/run12_L1_cr_0.5.avi, 0.06418630651582488, 0.06491204117489335, 0.10070517503874712, 0.6395814092949292, 0.6571490183780644, 13.48982760101486, 13.732796942146441
../results-new/L1/big-bot-out/run1_L1_cr_0.5.avi, 0.06006184598202109, 0.058681393016207735, 0.05298106511578381, 0.6532071687280985, 0.6705553517569267, 13.899329785676844, 14.59558653829592
../results-new/L1/big-bot-out/run2_L1_cr_0.5.avi, 0.06366016659226538, 0.08312409367306922, 0.10165819547040728, 0.6979199653256164, 0.7248018355267538, 13.556458028419994, 13.766305100537746
../results-new/L1/big-bot-out/run3_L1_cr_0.5.avi, 0.053849138239071004, 0.05679729421104895, 0.05914808790303621, 0.6263863615517827, 0.6488697536624038, 12.951280922029714, 13.444568887385694
../results-new/L1/big-bot-out/run4_L1_cr_0.5.avi, 0.06055263040851306, 0.0612315853700464, 0.05905511246983995, 0.6926746106692204, 0.7299133806897024, 14.561042078951765, 15.718652009634164
../results-new/L1/big-bot-out/run5_L1_cr_0.5.avi, 0.11333089550073447, 0.15062534164099592, 0.14919493852533838, 0.7088038998983509, 0.7480196964288852, 14.697450608416474, 15.992965089611245
../results-new/L1/big-bot-out/run6_L1_cr_0.5.avi, 0.06138552117368051, 0.06260540497514314, 0.07350535854526444, 0.7040586502833721, 0.7347613081995187, 15.16703460750492, 15.403205716311778
../results-new/L1/big-bot-out/run7_L1_cr_0.5.avi, 0.10543515314685689, 0.11788174199454969, 0.19637624974378018, 0.6764609308117826, 0.7050387838810762, 12.62474959464432, 12.80107231439514
../results-new/L1/big-bot-out/run8_L1_cr_0.5.avi, 0.054782434837313786, 0.05785910226196919, 0.06789323600530112, 0.7169699001066985, 0.7955849893413385, 14.615276557098506, 16.830152933618542
../results-new/L1/big-bot-out/run9_L1_cr_0.5.avi, 0.07717246490373499, 0.0922455562458701, 0.0940813163144425, 0.7104976639374883, 0.7249414584061248, 13.896401715134035, 13.809488249670467
file_path, stable_rythm, unstable_rythm, stabilized_rythm, mean_ssim, mean_ssim_2, mean_psnr, mean_psnr_2
../results-new/L1/big-bot-out/run0_L1_cr_0.5.avi, 0.10855340778563932, 0.08665529568410087, 0.12984327111610547, 0.5992888093579213, 0.8318026377663003, 10.160308046938777, 17.947949013727552
../results-new/L1/big-bot-out/run10_L1_cr_0.5.avi, 0.1585763359027498, 0.07574282956430473, 0.17617429838073906, 0.5844455470788819, 0.8186633298349327, 13.120142171782703, 17.417587773363028
../results-new/L1/big-bot-out/run11_L1_cr_0.5.avi, 0.14405464497498374, 0.09461425274910186, 0.1681141970461266, 0.41268937024075436, 0.7414877540220263, 10.27214766105177, 14.941214311647713
../results-new/L1/big-bot-out/run12_L1_cr_0.5.avi, 0.06180153973143091, 0.06491204117489335, 0.10070517503874712, 0.5733565553820786, 0.6571490183780644, 12.52688704193096, 13.732796942146441
../results-new/L1/big-bot-out/run1_L1_cr_0.5.avi, 0.10607117956433489, 0.058681393016207735, 0.05298106511578381, 0.5072489620957878, 0.6705553517569267, 12.280150494693622, 14.59558653829592
../results-new/L1/big-bot-out/run2_L1_cr_0.5.avi, 0.06531934521749268, 0.08312409367306922, 0.10165819547040728, 0.5160583975372799, 0.7248018355267538, 12.144353684762168, 13.766305100537746
../results-new/L1/big-bot-out/run3_L1_cr_0.5.avi, 0.10582412929949245, 0.05679729421104895, 0.05914808790303621, 0.4638482930646928, 0.6488697536624038, 11.334024869739066, 13.444568887385694
../results-new/L1/big-bot-out/run4_L1_cr_0.5.avi, 0.13043495242656636, 0.0612315853700464, 0.05905511246983995, 0.4960111516707636, 0.7299133806897024, 12.46500915941214, 15.718652009634164
../results-new/L1/big-bot-out/run5_L1_cr_0.5.avi, 0.19122300894493266, 0.15062534164099592, 0.14919493852533838, 0.49600178049394184, 0.7480196964288852, 12.397993148396068, 15.992965089611245
../results-new/L1/big-bot-out/run6_L1_cr_0.5.avi, 0.16944866578834375, 0.06260540497514314, 0.07350535854526444, 0.49476219261057836, 0.7347613081995187, 12.94382442650378, 15.403205716311778
../results-new/L1/big-bot-out/run7_L1_cr_0.5.avi, 0.14411205752269768, 0.11788174199454969, 0.19637624974378018, 0.5165885774082304, 0.7050387838810762, 11.064506171857209, 12.80107231439514
../results-new/L1/big-bot-out/run8_L1_cr_0.5.avi, 0.19157943509227157, 0.05785910226196919, 0.06789323600530112, 0.4137180927343426, 0.7955849893413385, 10.897607973467428, 16.830152933618542
../results-new/L1/big-bot-out/run9_L1_cr_0.5.avi, 0.11358552730281109, 0.0922455562458701, 0.0940813163144425, 0.6061974298335552, 0.7249414584061248, 13.148949357315244, 13.809488249670467
file_path, stable_rythm, unstable_rythm, stabilized_rythm, mean_ssim, mean_ssim_2, mean_psnr, mean_psnr_2
