file_path, stable_rythm, unstable_rythm, stabilized_rythm, mean_ssim, mean_ssim_2, mean_psnr, mean_psnr_2
../results-new/averaging-filter/big-bot-out/run0_avg_stab_r_25.avi, 0.08403210199587606, 0.08665529568410087, 0.10855340778563932, 0.6029078769410778, 0.5877368301346069, 10.548098326121377, 10.196997605992689
../results-new/averaging-filter/big-bot-out/run10_avg_stab_r_25.avi, 0.06744087011926364, 0.07574282956430473, 0.1585763359027498, 0.6454801389198342, 0.5905706740865355, 20.330554490281642, 15.815346457525498
../results-new/averaging-filter/big-bot-out/run11_avg_stab_r_25.avi, 0.0854120277029069, 0.09461425274910186, 0.14405464497498374, 0.481254929003537, 0.41222363945037677, 13.14006064325828, 11.330619103179503
../results-new/averaging-filter/big-bot-out/run12_avg_stab_r_25.avi, 0.06418630651582488, 0.06491204117489335, 0.06180153973143091, 0.6276650014915369, 0.5975603887310481, 15.434211473145385, 14.54972108344948
../results-new/averaging-filter/big-bot-out/run1_avg_stab_r_25.avi, 0.06006184598202109, 0.058681393016207735, 0.10607117956433489, 0.6867851444683308, 0.5693145102645568, 23.450595238369143, 17.022840972592277
../results-new/averaging-filter/big-bot-out/run2_avg_stab_r_25.avi, 0.06366016659226538, 0.08312409367306922, 0.06531934521749268, 0.6056408399496411, 0.561893270471574, 16.656750421943833, 15.423127953447711
../results-new/averaging-filter/big-bot-out/run3_avg_stab_r_25.avi, 0.053849138239071004, 0.05679729421104895, 0.10582412929949245, 0.5919993869446445, 0.5104582085492592, 17.5357054108398, 14.700058576429356
../results-new/averaging-filter/big-bot-out/run4_avg_stab_r_25.avi, 0.06055263040851306, 0.0612315853700464, 0.13043495242656636, 0.6247044415615369, 0.5326556661153538, 20.1276667099186, 15.385240186313471
../results-new/averaging-filter/big-bot-out/run5_avg_stab_r_25.avi, 0.11333089550073447, 0.15062534164099592, 0.19122300894493266, 0.5406254734780199, 0.5008385915831495, 14.018840259509442, 12.984885123959975
../results-new/averaging-filter/big-bot-out/run6_avg_stab_r_25.avi, 0.06138552117368051, 0.06260540497514314, 0.16944866578834375, 0.5857961640197331, 0.5170315744376057, 17.878240991986935, 14.408603221248548
../results-new/averaging-filter/big-bot-out/run7_avg_stab_r_25.avi, 0.10543515314685689, 0.11788174199454969, 0.14411205752269768, 0.5917042608311663, 0.5452012772582819, 16.300198349284415, 13.480483962173777
../results-new/averaging-filter/big-bot-out/run8_avg_stab_r_25.avi, 0.054782434837313786, 0.05785910226196919, 0.19157943509227157, 0.48013151992532466, 0.41418918025687396, 13.009676801530741, 11.618990384231873
../results-new/averaging-filter/big-bot-out/run9_avg_stab_r_25.avi, 0.07717246490373499, 0.0922455562458701, 0.11358552730281109, 0.6720559064612486, 0.6446725967160299, 15.990691589229023, 14.989344322472093
../results-new/averaging-filter/big-bot-out/run14_avg_stab_r_25.avi, 0.06762004460975524, 0.07067267196296566, 0.06262810349565794, 0.8908852970250296, 0.8618644440532622, 30.329953025549464, 24.688879957121625
../results-new/averaging-filter/big-bot-out/run15_avg_stab_r_25.avi, 0.07675442872898328, 0.07081444282217295, 0.10404689845260999, 0.6666709373824192, 0.6523560940162779, 13.922529086193903, 13.31165558446173
../results-new/averaging-filter/big-bot-out/run16_avg_stab_r_25.avi, 0.08211015106414556, 0.08186990450172567, 0.08366305797415417, 0.6846910468014679, 0.6661489707511137, 13.848371082030184, 13.236309190397483
../results-new/averaging-filter/big-bot-out/run13_clipped_avg_stab_r_25.avi, 0.04173657930509514, 0.045180643440301003, 0.04111274242577977, 0.7351315045781092, 0.7137106462052043, 19.941877630990543, 18.764952395945585
